area_code,date,stage,window_start,window_end,shed_hrs
22,2024-04-04,1,2024-04-04 12:30:00,2024-04-04 15:00:00,2.5
23,2024-04-04,1,2024-04-04 15:00:00,2024-04-04 17:30:00,2.5
24,2024-04-04,1,2024-04-04 17:30:00,2024-04-04 20:00:00,2.5
25,2024-04-04,1,2024-04-04 00:00:00,2024-04-04 02:30:00,2.5
26,2024-04-04,1,2024-04-04 02:30:00,2024-04-04 05:00:00,2.5
27,2024-04-04,1,2024-04-04 05:00:00,2024-04-04 07:30:00,2.5
28,2024-04-04,1,2024-04-04 07:30:00,2024-04-04 10:00:00,2.5
29,2024-04-04,1,2024-04-04 10:00:00,2024-04-04 12:30:00,2.5
30,2024-04-04,1,2024-04-04 12:30:00,2024-04-04 15:00:00,2.5
31,2024-04-04,1,2024-04-04 15:00:00,2024-04-04 17:30:00,2.5
32,2024-04-04,1,2024-04-04 17:30:00,2024-04-04 20:00:00,2.5
1,2024-04-05,2,2024-04-05 00:00:00,2024-04-05 02:30:00,2.5
2,2024-04-05,2,2024-04-05 02:30:00,2024-04-05 05:00:00,2.5
3,2024-04-05,2,2024-04-05 05:00:00,2024-04-05 07:30:00,2.5
4,2024-04-05,2,2024-04-05 07:30:00,2024-04-05 10:00:00,2.5
5,2024-04-05,2,2024-04-05 10:00:00,2024-04-05 12:30:00,2.5
6,2024-04-05,2,2024-04-05 12:30:00,2024-04-05 15:00:00,2.5
7,2024-04-05,2,2024-04-05 15:00:00,2024-04-05 17:30:00,2.5
8,2024-04-05,2,2024-04-05 17:30:00,2024-04-05 20:00:00,2.5
9,2024-04-05,2,2024-04-05 00:00:00,2024-04-05 02:30:00,2.5
10,2024-04-05,2,2024-04-05 02:30:00,2024-04-05 05:00:00,2.5
11,2024-04-05,2,2024-04-05 05:00:00,2024-04-05 07:30:00,2.5
12,2024-04-05,2,2024-04-05 07:30:00,2024-04-05 10:00:00,2.5
13,2024-04-05,2,2024-04-05 10:00:00,2024-04-05 12:30:00,2.5
14,2024-04-05,2,2024-04-05 12:30:00,2024-04-05 15:00:00,2.5
15,2024-04-05,2,2024-04-05 15:00:00,2024-04-05 17:30:00,2.5
16,2024-04-05,2,2024-04-05 17:30:00,2024-04-05 20:00:00,2.5
17,2024-04-05,2,2024-04-05 00:00:00,2024-04-05 02:30:00,2.5
18,2024-04-05,2,2024-04-05 02:30:00,2024-04-05 05:00:00,2.5
19,2024-04-05,2,2024-04-05 05:00:00,2024-04-05 07:30:00,2.5
20,2024-04-05,2,2024-04-05 07:30:00,2024-04-05 10:00:00,2.5
21,2024-04-05,2,2024-04-05 10:00:00,2024-04-05 12:30:00,2.5
22,2024-04-05,2,2024-04-05 12:30:00,2024-04-05 15:00:00,2.5
23,2024-04-05,2,2024-04-05 15:00:00,2024-04-05 17:30:00,2.5
24,2024-04-05,2,2024-04-05 17:30:00,2024-04-05 20:00:00,2.5
25,2024-04-05,2,2024-04-05 00:00:00,2024-04-05 02:30:00,2.5
26,2024-04-05,2,2024-04-05 02:30:00,2024-04-05 05:00:00,2.5
27,2024-04-05,2,2024-04-05 05:00:00,2024-04-05 07:30:00,2.5
28,2024-04-05,2,2024-04-05 07:30:00,2024-04-05 10:00:00,2.5
29,2024-04-05,2,2024-04-05 10:00:00,2024-04-05 12:30:00,2.5
30,2024-04-05,2,2024-04-05 12:30:00,2024-04-05 15:00:00,2.5
31,2024-04-05,2,2024-04-05 15:00:00,2024-04-05 17:30:00,2.5
32,2024-04-05,2,2024-04-05 17:30:00,2024-04-05 20:00:00,2.5
1,2024-04-06,2,2024-04-06 00:00:00,2024-04-06 02:30:00,2.5
2,2024-04-06,2,2024-04-06 02:30:00,2024-04-06 05:00:00,2.5
3,2024-04-06,2,2024-04-06 05:00:00,2024-04-06 07:30:00,2.5
4,2024-04-06,2,2024-04-06 07:30:00,2024-04-06 10:00:00,2.5
5,2024-04-06,2,2024-04-06 10:00:00,2024-04-06 12:30:00,2.5
6,2024-04-06,2,2024-04-06 12:30:00,2024-04-06 15:00:00,2.5
7,2024-04-06,2,2024-04-06 15:00:00,2024-04-06 17:30:00,2.5
8,2024-04-06,2,2024-04-06 17:30:00,2024-04-06 20:00:00,2.5
9,2024-04-06,2,2024-04-06 00:00:00,2024-04-06 02:30:00,2.5
10,2024-04-06,2,2024-04-06 02:30:00,2024-04-06 05:00:00,2.5
11,2024-04-06,2,2024-04-06 05:00:00,2024-04-06 07:30:00,2.5
12,2024-04-06,2,2024-04-06 07:30:00,2024-04-06 10:00:00,2.5
13,2024-04-06,2,2024-04-06 10:00:00,2024-04-06 12:30:00,2.5
14,2024-04-06,2,2024-04-06 12:30:00,2024-04-06 15:00:00,2.5
15,2024-04-06,2,2024-04-06 15:00:00,2024-04-06 17:30:00,2.5
16,2024-04-06,2,2024-04-06 17:30:00,2024-04-06 20:00:00,2.5
17,2024-04-06,2,2024-04-06 00:00:00,2024-04-06 02:30:00,2.5
18,2024-04-06,2,2024-04-06 02:30:00,2024-04-06 05:00:00,2.5
19,2024-04-06,2,2024-04-06 05:00:00,2024-04-06 07:30:00,2.5
20,2024-04-06,2,2024-04-06 07:30:00,2024-04-06 10:00:00,2.5
21,2024-04-06,2,2024-04-06 10:00:00,2024-04-06 12:30:00,2.5
22,2024-04-06,2,2024-04-06 12:30:00,2024-04-06 15:00:00,2.5
23,2024-04-06,2,2024-04-06 15:00:00,2024-04-06 17:30:00,2.5
24,2024-04-06,2,2024-04-06 17:30:00,2024-04-06 20:00:00,2.5
25,2024-04-06,2,2024-04-06 00:00:00,2024-04-06 02:30:00,2.5
26,2024-04-06,2,2024-04-06 02:30:00,2024-04-06 05:00:00,2.5
27,2024-04-06,2,2024-04-06 05:00:00,2024-04-06 07:30:00,2.5
28,2024-04-06,2,2024-04-06 07:30:00,2024-04-06 10:00:00,2.5
29,2024-04-06,2,2024-04-06 10:00:00,2024-04-06 12:30:00,2.5
30,2024-04-06,2,2024-04-06 12:30:00,2024-04-06 15:00:00,2.5
31,2024-04-06,2,2024-04-06 15:00:00,2024-04-06 17:30:00,2.5
32,2024-04-06,2,2024-04-06 17:30:00,2024-04-06 20:00:00,2.5
1,2024-04-07,1,2024-04-07 00:00:00,2024-04-07 02:30:00,2.5
2,2024-04-07,1,2024-04-07 02:30:00,2024-04-07 05:00:00,2.5
3,2024-04-07,1,2024-04-07 05:00:00,2024-04-07 07:30:00,2.5
4,2024-04-07,1,2024-04-07 07:30:00,2024-04-07 10:00:00,2.5
5,2024-04-07,1,2024-04-07 10:00:00,2024-04-07 12:30:00,2.5
6,2024-04-07,1,2024-04-07 12:30:00,2024-04-07 15:00:00,2.5
7,2024-04-07,1,2024-04-07 15:00:00,2024-04-07 17:30:00,2.5
8,2024-04-07,1,2024-04-07 17:30:00,2024-04-07 20:00:00,2.5
9,2024-04-07,1,2024-04-07 00:00:00,2024-04-07 02:30:00,2.5
10,2024-04-07,1,2024-04-07 02:30:00,2024-04-07 05:00:00,2.5
11,2024-04-07,1,2024-04-07 05:00:00,2024-04-07 07:30:00,2.5
12,2024-04-07,1,2024-04-07 07:30:00,2024-04-07 10:00:00,2.5
13,2024-04-07,1,2024-04-07 10:00:00,2024-04-07 12:30:00,2.5
14,2024-04-07,1,2024-04-07 12:30:00,2024-04-07 15:00:00,2.5
15,2024-04-07,1,2024-04-07 15:00:00,2024-04-07 17:30:00,2.5
16,2024-04-07,1,2024-04-07 17:30:00,2024-04-07 20:00:00,2.5
17,2024-04-07,1,2024-04-07 00:00:00,2024-04-07 02:30:00,2.5
18,2024-04-07,1,2024-04-07 02:30:00,2024-04-07 05:00:00,2.5
19,2024-04-07,1,2024-04-07 05:00:00,2024-04-07 07:30:00,2.5
20,2024-04-07,1,2024-04-07 07:30:00,2024-04-07 10:00:00,2.5
21,2024-04-07,1,2024-04-07 10:00:00,2024-04-07 12:30:00,2.5
22,2024-04-07,1,2024-04-07 12:30:00,2024-04-07 15:00:00,2.5
23,2024-04-07,1,2024-04-07 15:00:00,2024-04-07 17:30:00,2.5
24,2024-04-07,1,2024-04-07 17:30:00,2024-04-07 20:00:00,2.5
25,2024-04-07,1,2024-04-07 00:00:00,2024-04-07 02:30:00,2.5
26,2024-04-07,1,2024-04-07 02:30:00,2024-04-07 05:00:00,2.5
27,2024-04-07,1,2024-04-07 05:00:00,2024-04-07 07:30:00,2.5
28,2024-04-07,1,2024-04-07 07:30:00,2024-04-07 10:00:00,2.5
29,2024-04-07,1,2024-04-07 10:00:00,2024-04-07 12:30:00,2.5
30,2024-04-07,1,2024-04-07 12:30:00,2024-04-07 15:00:00,2.5
31,2024-04-07,1,2024-04-07 15:00:00,2024-04-07 17:30:00,2.5
32,2024-04-07,1,2024-04-07 17:30:00,2024-04-07 20:00:00,2.5
1,2024-04-08,2,2024-04-08 00:00:00,2024-04-08 02:30:00,2.5
2,2024-04-08,2,2024-04-08 02:30:00,2024-04-08 05:00:00,2.5
3,2024-04-08,2,2024-04-08 05:00:00,2024-04-08 07:30:00,2.5
4,2024-04-08,2,2024-04-08 07:30:00,2024-04-08 10:00:00,2.5
5,2024-04-08,2,2024-04-08 10:00:00,2024-04-08 12:30:00,2.5
6,2024-04-08,2,2024-04-08 12:30:00,2024-04-08 15:00:00,2.5
7,2024-04-08,2,2024-04-08 15:00:00,2024-04-08 17:30:00,2.5
8,2024-04-08,2,2024-04-08 17:30:00,2024-04-08 20:00:00,2.5
9,2024-04-08,2,2024-04-08 00:00:00,2024-04-08 02:30:00,2.5
10,2024-04-08,2,2024-04-08 02:30:00,2024-04-08 05:00:00,2.5
11,2024-04-08,2,2024-04-08 05:00:00,2024-04-08 07:30:00,2.5
12,2024-04-08,2,2024-04-08 07:30:00,2024-04-08 10:00:00,2.5
13,2024-04-08,2,2024-04-08 10:00:00,2024-04-08 12:30:00,2.5
14,2024-04-08,2,2024-04-08 12:30:00,2024-04-08 15:00:00,2.5
15,2024-04-08,2,2024-04-08 15:00:00,2024-04-08 17:30:00,2.5
16,2024-04-08,2,2024-04-08 17:30:00,2024-04-08 20:00:00,2.5
17,2024-04-08,2,2024-04-08 00:00:00,2024-04-08 02:30:00,2.5
18,2024-04-08,2,2024-04-08 02:30:00,2024-04-08 05:00:00,2.5
19,2024-04-08,2,2024-04-08 05:00:00,2024-04-08 07:30:00,2.5
20,2024-04-08,2,2024-04-08 07:30:00,2024-04-08 10:00:00,2.5
21,2024-04-08,2,2024-04-08 10:00:00,2024-04-08 12:30:00,2.5
22,2024-04-08,2,2024-04-08 12:30:00,2024-04-08 15:00:00,2.5
23,2024-04-08,2,2024-04-08 15:00:00,2024-04-08 17:30:00,2.5
24,2024-04-08,2,2024-04-08 17:30:00,2024-04-08 20:00:00,2.5
25,2024-04-08,2,2024-04-08 00:00:00,2024-04-08 02:30:00,2.5
26,2024-04-08,2,2024-04-08 02:30:00,2024-04-08 05:00:00,2.5
27,2024-04-08,2,2024-04-08 05:00:00,2024-04-08 07:30:00,2.5
28,2024-04-08,2,2024-04-08 07:30:00,2024-04-08 10:00:00,2.5
29,2024-04-08,2,2024-04-08 10:00:00,2024-04-08 12:30:00,2.5
30,2024-04-08,2,2024-04-08 12:30:00,2024-04-08 15:00:00,2.5
31,2024-04-08,2,2024-04-08 15:00:00,2024-04-08 17:30:00,2.5
32,2024-04-08,2,2024-04-08 17:30:00,2024-04-08 20:00:00,2.5
1,2024-04-09,2,2024-04-09 00:00:00,2024-04-09 02:30:00,2.5
2,2024-04-09,2,2024-04-09 02:30:00,2024-04-09 05:00:00,2.5
3,2024-04-09,2,2024-04-09 05:00:00,2024-04-09 07:30:00,2.5
4,2024-04-09,2,2024-04-09 07:30:00,2024-04-09 10:00:00,2.5
5,2024-04-09,2,2024-04-09 10:00:00,2024-04-09 12:30:00,2.5
6,2024-04-09,2,2024-04-09 12:30:00,2024-04-09 15:00:00,2.5
7,2024-04-09,2,2024-04-09 15:00:00,2024-04-09 17:30:00,2.5
8,2024-04-09,2,2024-04-09 17:30:00,2024-04-09 20:00:00,2.5
9,2024-04-09,2,2024-04-09 00:00:00,2024-04-09 02:30:00,2.5
10,2024-04-09,2,2024-04-09 02:30:00,2024-04-09 05:00:00,2.5
11,2024-04-09,2,2024-04-09 05:00:00,2024-04-09 07:30:00,2.5
12,2024-04-09,2,2024-04-09 07:30:00,2024-04-09 10:00:00,2.5
13,2024-04-09,2,2024-04-09 10:00:00,2024-04-09 12:30:00,2.5
14,2024-04-09,2,2024-04-09 12:30:00,2024-04-09 15:00:00,2.5
15,2024-04-09,2,2024-04-09 15:00:00,2024-04-09 17:30:00,2.5
16,2024-04-09,2,2024-04-09 17:30:00,2024-04-09 20:00:00,2.5
17,2024-04-09,2,2024-04-09 00:00:00,2024-04-09 02:30:00,2.5
18,2024-04-09,2,2024-04-09 02:30:00,2024-04-09 05:00:00,2.5
19,2024-04-09,2,2024-04-09 05:00:00,2024-04-09 07:30:00,2.5
20,2024-04-09,2,2024-04-09 07:30:00,2024-04-09 10:00:00,2.5
21,2024-04-09,2,2024-04-09 10:00:00,2024-04-09 12:30:00,2.5
22,2024-04-09,2,2024-04-09 12:30:00,2024-04-09 15:00:00,2.5
23,2024-04-09,2,2024-04-09 15:00:00,2024-04-09 17:30:00,2.5
24,2024-04-09,2,2024-04-09 17:30:00,2024-04-09 20:00:00,2.5
25,2024-04-09,2,2024-04-09 00:00:00,2024-04-09 02:30:00,2.5
26,2024-04-09,2,2024-04-09 02:30:00,2024-04-09 05:00:00,2.5
27,2024-04-09,2,2024-04-09 05:00:00,2024-04-09 07:30:00,2.5
28,2024-04-09,2,2024-04-09 07:30:00,2024-04-09 10:00:00,2.5
29,2024-04-09,2,2024-04-09 10:00:00,2024-04-09 12:30:00,2.5
30,2024-04-09,2,2024-04-09 12:30:00,2024-04-09 15:00:00,2.5
31,2024-04-09,2,2024-04-09 15:00:00,2024-04-09 17:30:00,2.5
32,2024-04-09,2,2024-04-09 17:30:00,2024-04-09 20:00:00,2.5
1,2024-04-10,2,2024-04-10 00:00:00,2024-04-10 02:30:00,2.5
2,2024-04-10,2,2024-04-10 02:30:00,2024-04-10 05:00:00,2.5
3,2024-04-10,2,2024-04-10 05:00:00,2024-04-10 07:30:00,2.5
4,2024-04-10,2,2024-04-10 07:30:00,2024-04-10 10:00:00,2.5
5,2024-04-10,2,2024-04-10 10:00:00,2024-04-10 12:30:00,2.5
6,2024-04-10,2,2024-04-10 12:30:00,2024-04-10 15:00:00,2.5
7,2024-04-10,2,2024-04-10 15:00:00,2024-04-10 17:30:00,2.5
8,2024-04-10,2,2024-04-10 17:30:00,2024-04-10 20:00:00,2.5
9,2024-04-10,2,2024-04-10 00:00:00,2024-04-10 02:30:00,2.5
10,2024-04-10,2,2024-04-10 02:30:00,2024-04-10 05:00:00,2.5
11,2024-04-10,2,2024-04-10 05:00:00,2024-04-10 07:30:00,2.5
12,2024-04-10,2,2024-04-10 07:30:00,2024-04-10 10:00:00,2.5
13,2024-04-10,2,2024-04-10 10:00:00,2024-04-10 12:30:00,2.5
14,2024-04-10,2,2024-04-10 12:30:00,2024-04-10 15:00:00,2.5
15,2024-04-10,2,2024-04-10 15:00:00,2024-04-10 17:30:00,2.5
16,2024-04-10,2,2024-04-10 17:30:00,2024-04-10 20:00:00,2.5
17,2024-04-10,2,2024-04-10 00:00:00,2024-04-10 02:30:00,2.5
18,2024-04-10,2,2024-04-10 02:30:00,2024-04-10 05:00:00,2.5
19,2024-04-10,2,2024-04-10 05:00:00,2024-04-10 07:30:00,2.5
20,2024-04-10,2,2024-04-10 07:30:00,2024-04-10 10:00:00,2.5
21,2024-04-10,2,2024-04-10 10:00:00,2024-04-10 12:30:00,2.5
22,2024-04-10,2,2024-04-10 12:30:00,2024-04-10 15:00:00,2.5
23,2024-04-10,2,2024-04-10 15:00:00,2024-04-10 17:30:00,2.5
24,2024-04-10,2,2024-04-10 17:30:00,2024-04-10 20:00:00,2.5
25,2024-04-10,2,2024-04-10 00:00:00,2024-04-10 02:30:00,2.5
26,2024-04-10,2,2024-04-10 02:30:00,2024-04-10 05:00:00,2.5
27,2024-04-10,2,2024-04-10 05:00:00,2024-04-10 07:30:00,2.5
28,2024-04-10,2,2024-04-10 07:30:00,2024-04-10 10:00:00,2.5
29,2024-04-10,2,2024-04-10 10:00:00,2024-04-10 12:30:00,2.5
30,2024-04-10,2,2024-04-10 12:30:00,2024-04-10 15:00:00,2.5
31,2024-04-10,2,2024-04-10 15:00:00,2024-04-10 17:30:00,2.5
32,2024-04-10,2,2024-04-10 17:30:00,2024-04-10 20:00:00,2.5
1,2024-04-11,2,2024-04-11 00:00:00,2024-04-11 02:30:00,2.5
2,2024-04-11,2,2024-04-11 02:30:00,2024-04-11 05:00:00,2.5
3,2024-04-11,2,2024-04-11 05:00:00,2024-04-11 07:30:00,2.5
4,2024-04-11,2,2024-04-11 07:30:00,2024-04-11 10:00:00,2.5
5,2024-04-11,2,2024-04-11 10:00:00,2024-04-11 12:30:00,2.5
6,2024-04-11,2,2024-04-11 12:30:00,2024-04-11 15:00:00,2.5
7,2024-04-11,2,2024-04-11 15:00:00,2024-04-11 17:30:00,2.5
8,2024-04-11,2,2024-04-11 17:30:00,2024-04-11 20:00:00,2.5
9,2024-04-11,2,2024-04-11 00:00:00,2024-04-11 02:30:00,2.5
10,2024-04-11,2,2024-04-11 02:30:00,2024-04-11 05:00:00,2.5
11,2024-04-11,2,2024-04-11 05:00:00,2024-04-11 07:30:00,2.5
12,2024-04-11,2,2024-04-11 07:30:00,2024-04-11 10:00:00,2.5
13,2024-04-11,2,2024-04-11 10:00:00,2024-04-11 12:30:00,2.5
14,2024-04-11,2,2024-04-11 12:30:00,2024-04-11 15:00:00,2.5
15,2024-04-11,2,2024-04-11 15:00:00,2024-04-11 17:30:00,2.5
16,2024-04-11,2,2024-04-11 17:30:00,2024-04-11 20:00:00,2.5
17,2024-04-11,2,2024-04-11 00:00:00,2024-04-11 02:30:00,2.5
18,2024-04-11,2,2024-04-11 02:30:00,2024-04-11 05:00:00,2.5
19,2024-04-11,2,2024-04-11 05:00:00,2024-04-11 07:30:00,2.5
20,2024-04-11,2,2024-04-11 07:30:00,2024-04-11 10:00:00,2.5
21,2024-04-11,2,2024-04-11 10:00:00,2024-04-11 12:30:00,2.5
22,2024-04-11,2,2024-04-11 12:30:00,2024-04-11 15:00:00,2.5
23,2024-04-11,2,2024-04-11 15:00:00,2024-04-11 17:30:00,2.5
24,2024-04-11,2,2024-04-11 17:30:00,2024-04-11 20:00:00,2.5
25,2024-04-11,2,2024-04-11 00:00:00,2024-04-11 02:30:00,2.5
26,2024-04-11,2,2024-04-11 02:30:00,2024-04-11 05:00:00,2.5
27,2024-04-11,2,2024-04-11 05:00:00,2024-04-11 07:30:00,2.5
28,2024-04-11,2,2024-04-11 07:30:00,2024-04-11 10:00:00,2.5
29,2024-04-11,2,2024-04-11 10:00:00,2024-04-11 12:30:00,2.5
30,2024-04-11,2,2024-04-11 12:30:00,2024-04-11 15:00:00,2.5
31,2024-04-11,2,2024-04-11 15:00:00,2024-04-11 17:30:00,2.5
32,2024-04-11,2,2024-04-11 17:30:00,2024-04-11 20:00:00,2.5
1,2024-04-12,2,2024-04-12 00:00:00,2024-04-12 02:30:00,2.5
2,2024-04-12,2,2024-04-12 02:30:00,2024-04-12 05:00:00,2.5
3,2024-04-12,2,2024-04-12 05:00:00,2024-04-12 07:30:00,2.5
4,2024-04-12,2,2024-04-12 07:30:00,2024-04-12 10:00:00,2.5
5,2024-04-12,2,2024-04-12 10:00:00,2024-04-12 12:30:00,2.5
6,2024-04-12,2,2024-04-12 12:30:00,2024-04-12 15:00:00,2.5
7,2024-04-12,2,2024-04-12 15:00:00,2024-04-12 17:30:00,2.5
8,2024-04-12,2,2024-04-12 17:30:00,2024-04-12 20:00:00,2.5
9,2024-04-12,2,2024-04-12 00:00:00,2024-04-12 02:30:00,2.5
10,2024-04-12,2,2024-04-12 02:30:00,2024-04-12 05:00:00,2.5
11,2024-04-12,2,2024-04-12 05:00:00,2024-04-12 07:30:00,2.5
12,2024-04-12,2,2024-04-12 07:30:00,2024-04-12 10:00:00,2.5
13,2024-04-12,2,2024-04-12 10:00:00,2024-04-12 12:30:00,2.5
14,2024-04-12,2,2024-04-12 12:30:00,2024-04-12 15:00:00,2.5
15,2024-04-12,2,2024-04-12 15:00:00,2024-04-12 17:30:00,2.5
16,2024-04-12,2,2024-04-12 17:30:00,2024-04-12 20:00:00,2.5
17,2024-04-12,2,2024-04-12 00:00:00,2024-04-12 02:30:00,2.5
18,2024-04-12,2,2024-04-12 02:30:00,2024-04-12 05:00:00,2.5
19,2024-04-12,2,2024-04-12 05:00:00,2024-04-12 07:30:00,2.5
20,2024-04-12,2,2024-04-12 07:30:00,2024-04-12 10:00:00,2.5
21,2024-04-12,2,2024-04-12 10:00:00,2024-04-12 12:30:00,2.5
22,2024-04-12,2,2024-04-12 12:30:00,2024-04-12 15:00:00,2.5
23,2024-04-12,2,2024-04-12 15:00:00,2024-04-12 17:30:00,2.5
24,2024-04-12,2,2024-04-12 17:30:00,2024-04-12 20:00:00,2.5
25,2024-04-12,2,2024-04-12 00:00:00,2024-04-12 02:30:00,2.5
26,2024-04-12,2,2024-04-12 02:30:00,2024-04-12 05:00:00,2.5
27,2024-04-12,2,2024-04-12 05:00:00,2024-04-12 07:30:00,2.5
28,2024-04-12,2,2024-04-12 07:30:00,2024-04-12 10:00:00,2.5
29,2024-04-12,2,2024-04-12 10:00:00,2024-04-12 12:30:00,2.5
30,2024-04-12,2,2024-04-12 12:30:00,2024-04-12 15:00:00,2.5
31,2024-04-12,2,2024-04-12 15:00:00,2024-04-12 17:30:00,2.5
32,2024-04-12,2,2024-04-12 17:30:00,2024-04-12 20:00:00,2.5
1,2024-04-13,4,2024-04-13 00:00:00,2024-04-13 02:30:00,2.5
1,2024-04-13,4,2024-04-13 12:30:00,2024-04-13 15:00:00,2.5
2,2024-04-13,4,2024-04-13 02:30:00,2024-04-13 05:00:00,2.5
2,2024-04-13,4,2024-04-13 15:00:00,2024-04-13 17:30:00,2.5
3,2024-04-13,4,2024-04-13 05:00:00,2024-04-13 07:30:00,2.5
3,2024-04-13,4,2024-04-13 17:30:00,2024-04-13 20:00:00,2.5
4,2024-04-13,4,2024-04-13 07:30:00,2024-04-13 10:00:00,2.5
4,2024-04-13,4,2024-04-13 20:00:00,2024-04-13 22:30:00,2.5
5,2024-04-13,4,2024-04-13 10:00:00,2024-04-13 12:30:00,2.5
5,2024-04-13,4,2024-04-13 22:30:00,2024-04-13 23:59:59,1.5
6,2024-04-13,4,2024-04-13 12:30:00,2024-04-13 15:00:00,2.5
6,2024-04-13,4,2024-04-13 00:00:00,2024-04-13 02:30:00,2.5
7,2024-04-13,4,2024-04-13 15:00:00,2024-04-13 17:30:00,2.5
7,2024-04-13,4,2024-04-13 02:30:00,2024-04-13 05:00:00,2.5
8,2024-04-13,4,2024-04-13 17:30:00,2024-04-13 20:00:00,2.5
8,2024-04-13,4,2024-04-13 05:00:00,2024-04-13 07:30:00,2.5
9,2024-04-13,4,2024-04-13 00:00:00,2024-04-13 02:30:00,2.5
9,2024-04-13,4,2024-04-13 12:30:00,2024-04-13 15:00:00,2.5
10,2024-04-13,4,2024-04-13 02:30:00,2024-04-13 05:00:00,2.5
10,2024-04-13,4,2024-04-13 15:00:00,2024-04-13 17:30:00,2.5
11,2024-04-13,4,2024-04-13 05:00:00,2024-04-13 07:30:00,2.5
11,2024-04-13,4,2024-04-13 17:30:00,2024-04-13 20:00:00,2.5
12,2024-04-13,4,2024-04-13 07:30:00,2024-04-13 10:00:00,2.5
12,2024-04-13,4,2024-04-13 20:00:00,2024-04-13 22:30:00,2.5
13,2024-04-13,4,2024-04-13 10:00:00,2024-04-13 12:30:00,2.5
13,2024-04-13,4,2024-04-13 22:30:00,2024-04-13 23:59:59,1.5
14,2024-04-13,4,2024-04-13 12:30:00,2024-04-13 15:00:00,2.5
14,2024-04-13,4,2024-04-13 00:00:00,2024-04-13 02:30:00,2.5
15,2024-04-13,4,2024-04-13 15:00:00,2024-04-13 17:30:00,2.5
15,2024-04-13,4,2024-04-13 02:30:00,2024-04-13 05:00:00,2.5
16,2024-04-13,4,2024-04-13 17:30:00,2024-04-13 20:00:00,2.5
16,2024-04-13,4,2024-04-13 05:00:00,2024-04-13 07:30:00,2.5
17,2024-04-13,4,2024-04-13 00:00:00,2024-04-13 02:30:00,2.5
17,2024-04-13,4,2024-04-13 12:30:00,2024-04-13 15:00:00,2.5
18,2024-04-13,4,2024-04-13 02:30:00,2024-04-13 05:00:00,2.5
18,2024-04-13,4,2024-04-13 15:00:00,2024-04-13 17:30:00,2.5
19,2024-04-13,4,2024-04-13 05:00:00,2024-04-13 07:30:00,2.5
19,2024-04-13,4,2024-04-13 17:30:00,2024-04-13 20:00:00,2.5
20,2024-04-13,4,2024-04-13 07:30:00,2024-04-13 10:00:00,2.5
20,2024-04-13,4,2024-04-13 20:00:00,2024-04-13 22:30:00,2.5
21,2024-04-13,4,2024-04-13 10:00:00,2024-04-13 12:30:00,2.5
21,2024-04-13,4,2024-04-13 22:30:00,2024-04-13 23:59:59,1.5
22,2024-04-13,4,2024-04-13 12:30:00,2024-04-13 15:00:00,2.5
22,2024-04-13,4,2024-04-13 00:00:00,2024-04-13 02:30:00,2.5
23,2024-04-13,4,2024-04-13 15:00:00,2024-04-13 17:30:00,2.5
23,2024-04-13,4,2024-04-13 02:30:00,2024-04-13 05:00:00,2.5
24,2024-04-13,4,2024-04-13 17:30:00,2024-04-13 20:00:00,2.5
24,2024-04-13,4,2024-04-13 05:00:00,2024-04-13 07:30:00,2.5
25,2024-04-13,4,2024-04-13 00:00:00,2024-04-13 02:30:00,2.5
25,2024-04-13,4,2024-04-13 12:30:00,2024-04-13 15:00:00,2.5
26,2024-04-13,4,2024-04-13 02:30:00,2024-04-13 05:00:00,2.5
26,2024-04-13,4,2024-04-13 15:00:00,2024-04-13 17:30:00,2.5
27,2024-04-13,4,2024-04-13 05:00:00,2024-04-13 07:30:00,2.5
27,2024-04-13,4,2024-04-13 17:30:00,2024-04-13 20:00:00,2.5
28,2024-04-13,4,2024-04-13 07:30:00,2024-04-13 10:00:00,2.5
28,2024-04-13,4,2024-04-13 20:00:00,2024-04-13 22:30:00,2.5
29,2024-04-13,4,2024-04-13 10:00:00,2024-04-13 12:30:00,2.5
29,2024-04-13,4,2024-04-13 22:30:00,2024-04-13 23:59:59,1.5
30,2024-04-13,4,2024-04-13 12:30:00,2024-04-13 15:00:00,2.5
30,2024-04-13,4,2024-04-13 00:00:00,2024-04-13 02:30:00,2.5
31,2024-04-13,4,2024-04-13 15:00:00,2024-04-13 17:30:00,2.5
31,2024-04-13,4,2024-04-13 02:30:00,2024-04-13 05:00:00,2.5
32,2024-04-13,4,2024-04-13 17:30:00,2024-04-13 20:00:00,2.5
32,2024-04-13,4,2024-04-13 05:00:00,2024-04-13 07:30:00,2.5
1,2024-04-14,4,2024-04-14 00:00:00,2024-04-14 02:30:00,2.5
1,2024-04-14,4,2024-04-14 12:30:00,2024-04-14 15:00:00,2.5
2,2024-04-14,4,2024-04-14 02:30:00,2024-04-14 05:00:00,2.5
2,2024-04-14,4,2024-04-14 15:00:00,2024-04-14 17:30:00,2.5
3,2024-04-14,4,2024-04-14 05:00:00,2024-04-14 07:30:00,2.5
3,2024-04-14,4,2024-04-14 17:30:00,2024-04-14 20:00:00,2.5
4,2024-04-14,4,2024-04-14 07:30:00,2024-04-14 10:00:00,2.5
4,2024-04-14,4,2024-04-14 20:00:00,2024-04-14 22:30:00,2.5
5,2024-04-14,4,2024-04-14 10:00:00,2024-04-14 12:30:00,2.5
